label,text
2,"Reissued with updates to health information. Exercise increased caution in India due to crime and terrorism. Do not travel to: The union territory of Jammu and Kashmir (except the eastern Ladakh region and its capital, Leh) due to terrorism and civil unrest . Within 10 km of the India-Pakistan border due to the potential for armed conflict . Country Summary : Indian authorities report rape is one of the fastest growing crimes in India. Violent crime, such as sexual assault, has occurred at tourist sites and in other locations. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, and government facilities. The U.S. government has limited ability to provide emergency services to U.S. citizens in rural areas from eastern Maharashtra and northern Telangana through western West Bengal as U.S. government employees must obtain special authorization to travel to these areas. Read the country information page for additional information on travel to India. The Centers for Disease Control and Prevention (CDC) has determined India has a moderate level of COVID-19. Visit the CDC page for the latest Travel Health Information related to your travel. Do not travel alone, particularly if you are a woman. Visit our website for Women Travelers . Review your personal security plans and remain alert to your surroundings. Review the Country Security Report for India. Prepare a contingency plan for emergency situations. Union Territory of Jammu and Kashmir – Level 4: Do Not Travel Terrorist attacks and violent civil unrest are possible in the union territory of Jammu and Kashmir. Avoid all travel to this state (with the exception of visits to the eastern Ladakh region and its capital, Leh). Sporadic violence occurs particularly along the Line of Control (LOC) separating India and Pakistan, and in tourist destinations in the Kashmir Valley: Srinagar, Gulmarg, and Pahalgam. The Indian government prohibits foreign tourists from visiting certain areas along the LOC. Visit our website for Travel to High-Risk Areas . India-Pakistan Border – Level 4: Do Not Travel India and Pakistan maintain a strong military presence on both sides of the border. The only official India-Pakistan border crossing point for persons who are not citizens of India or Pakistan is in the state of Punjab between Attari, India, and Wagah, Pakistan. The border crossing is usually open but confirm the current status of the border crossing prior to commencing travel. A Pakistani visa is required to enter Pakistan. Only U.S. citizens residing in India may apply for a Pakistani visa in India. Otherwise apply for a Pakistani visa in your country of residence before traveling to India. Visit our website for Travel to High-Risk Areas . Northeastern States – Level 4: Do Not Travel Incidents of violence by ethnic insurgent groups, including bombings of buses, trains, rail lines, and markets, occur occasionally in the northeast. U.S. government employees at the U.S. Embassy and Consulates in India are prohibited from traveling to the states of Assam, Arunachal Pradesh, Mizoram, Nagaland, Meghalaya, Tripura, and Manipur without special authorization from the U.S. Consulate General in Kolkata. Visit our website for Travel to High-Risk Areas . Central and East India – Level 4: Do Not Travel Maoist extremist groups, or “Naxalites,” are active in a large swath of India from eastern Maharashtra and northern Telangana through western West Bengal, particularly in rural parts of Chhattisgarh and Jharkhand and on the borders of Telangana, Andhra Pradesh, Maharashtra, Madhya Pradesh, Uttar Pradesh, Bihar, West Bengal, and Odisha. The Naxalites have conducted frequent terrorist attacks on local police, paramilitary forces, and government officials. Due to the fluid nature of the threat, all U.S. government travelers to states with Naxalite activity must receive special authorization from the U.S. consulate responsible for the area to be visited. U.S. officials traveling only to the capital cities in these states do not need prior authorization. Visit our website for Travel to High-Risk Areas ."
1,"Reissued with updates to health information. Exercise normal precautions in Vanuatu. Read the country information page for additional information on travel to Vanuatu. Review the Country Security Report for Vanuatu. Visit the CDC page for the latest Travel Health Information related to your travel. Prepare a contingency plan for emergency situations. Read the Department of State’s COVID-19 page before planning any international travel, and read the Embassy’s COVID-19 page for country-specific COVID-19 information."
2,"Exercise increased caution due to the arbitrary enforcement of local laws . Summary: Since the imposition of the National Security Law on June 30, 2020, the People’s Republic of China (PRC) has demonstrated an intent to use the law to target a broad range of activities such as acts of secession, subversion, terrorism, and collusion with foreign entities. The National Security Law also covers offenses committed by non-Hong Kong SAR residents or organizations outside of the Hong Kong SAR, which could subject U.S. citizens who have been publicly critical of the PRC and/or the administration of the Hong Kong SAR to a heightened risk of arrest, detention, expulsion, or prosecution. The Hong Kong SAR government does not recognize dual nationality. Dual U.S.-PRC citizens and U.S. citizens of Chinese descent may be subject to additional scrutiny and harassment. If you are a dual U.S.-PRC citizen and enter Hong Kong SAR on a U.S. passport, and you are detained or arrested, PRC authorities are under an obligation to notify the U.S. Embassy or a U.S. Consulate General of your detention and to allow U.S. consular officials to have access to you. In practice, however, U.S. consular officers may be prevented from providing consular assistance, even to those who have entered on their U.S. passports. For more information, visit Consular Protection and Right of Abode in HK(SAR) for Dual Nationals - U.S. Consulate General Hong Kong & Macau (usconsulate.gov) . Demonstrations : Participating in demonstrations or any other activities that authorities interpret as constituting an act of secession, subversion, terrorism, or collusion with a foreign country could result in criminal charges. Be aware of your surroundings and avoid demonstrations. Enter the Hong Kong SAR on your U.S. passport and keep it with you. Read the travel information page for the Hong Kong SAR . Be aware of your surroundings. Avoid demonstrations. Exercise caution in the vicinity of large gatherings or protests. Avoid taking photographs of protesters or police without permission. Keep a low profile. If you are arrested or detained, ask police or prison officials to notify U.S. Consulate General Hong Kong & Macau immediately. Review the China Country Security Report from the Overseas Security Advisory Council. Do not consume drugs in the Hong Kong SAR or prior to arriving in the Hong Kong SAR. Follow U.S. Consulate General Hong Kong & Macau on Facebook and Twitter . Visit the Centers for Disease Control and Prevention (CDC) page for the latest Travel Health Information related to the Hong Kong SAR. Prepare a contingency plan for emergency situations. Monitor local media, local transportations sites, and apps like MTR Mobile or CitybusNWFB for updates. Review your Hong Kong flight status with your airline or at the Hong Kong International Airport website ."
3,"Reconsider travel due to a limited ability to provide emergency consular services. Exercise increased caution due to the arbitrary enforcement of local laws. Summary: The U.S. government has a limited ability to provide emergency services to U.S. citizens in the Macau SAR due to People’s Republic of China (PRC) Ministry of Foreign Affairs travel restrictions on U.S. diplomatic personnel. Even in an emergency, the PRC Ministry of Foreign Affairs requires all U.S. diplomatic personnel, including those accredited to the Macau SAR, to apply for and receive visas before entering the Macau SAR. Approval takes at least five to seven days, limiting the U.S. government’s ability to offer timely consular services in the Macau SAR. The Macau SAR government does not recognize dual nationality. Dual U.S.-PRC citizens and U.S. citizens of Chinese descent may be subject to additional scrutiny and harassment. If you are a dual U.S.-PRC citizen and enter the Macau SAR on a U.S. passport, and you are detained or arrested, PRC authorities are under an obligation to notify the U.S. Embassy or a U.S. Consulate General of your detention and to allow U.S. consular officials to have access to you. In practice, however, U.S. consular officers may be prevented from providing consular assistance, even to those who have entered on their U.S. passports. For more information, visit Consular Protection and Right of Abode in HK(SAR) for Dual Nationals - U.S. Consulate General Hong Kong & Macau (usconsulate.gov) . Demonstrations : Participating in demonstrations or any other activities that authorities interpret as constituting an act of secession, subversion, terrorism, or collusion with a foreign country could result in criminal charges. Be aware of your surroundings and avoid demonstrations. Enter the Macau SAR on your U.S. passport and keep it with you. Read the travel information page for the Macau SAR . Be aware of your surroundings. Avoid demonstrations. Exercise caution in the vicinity of large gatherings or protests. Avoid taking photographs of protesters or police without permission. Keep a low profile. If you are arrested or detained, ask police or prison officials to notify U.S. Consulate General Hong Kong & Macau immediately. Review the China Country Security Report from the Overseas Security Advisory Council. Do not consume drugs in the Macau SAR or prior to arriving in the Macau SAR. Consulate General Hong Kong & Macau on Facebook and Twitter . Visit the Centers for Disease Control and Prevention (CDC) page for the latest Travel Health Information related to the Macau SAR. Prepare a contingency plan for emergency situations. Review the Traveler’s Checklist ."
1,"Some areas have increased risk. Read the entire Travel Advisory. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention ( CDC ) has issued a Level 1 Travel Health Notice for Senegal due to COVID-19, indicating a low level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 related restrictions and conditions in Senegal. Exercise Increased Caution In: The Casamance region due to crime and landmines . Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Do not stray from main roads and well-traveled areas in the Casamance region. Casamance Region--Exercise Increased Caution Armed individuals have set up roadblocks and attacked travelers on roads south of The Gambia in the Casamance region of Senegal. Land mines from prior conflicts remain in the Casamance Region. The U.S. government has limited ability to provide emergency services to U.S. citizens in this area. U.S. government employees are prohibited from travelling on National Route 4 south of Ziguinchor, on Route 20 between Ziguinchor and Cap Skirring, and on unpaved roads without armed escorts. U.S. government employees are also prohibited from travelling after dark. Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Tajikistan due to COVID-19 . Exercise increased caution in Tajikistan due to terrorism . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has not issued a Travel Health Notice for Tajikistan due to COVID-19, indicating an unknown level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine. Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Tajikistan. Terrorists have targeted bicyclists and may target other places, such as residential areas, clubs and restaurants, places of worship, hotels, schools, outdoor recreation events, and other venues, although Government of Tajikistan facilities remain the most likely target. Facilities catering to westerners in Tajikistan present a heightened risk. Avoid large crowds and public transportation to the extent possible. Tourists should avoid activities that develop predictable patterns of movement. If documenting your travel on social media, please ensure your privacy settings are appropriately set. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Have a plan to depart Tajikistan which does not rely on U.S. government assistance. Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Iceland due to COVID-19 related restrictions. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Iceland due to COVID-19, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC’s specific recommendations for fully vaccinated and unvaccinated travelers . Visit the Embassy’s COVID-19 page for more information on COVID-19 and restrictions and conditions in Iceland. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to the People’s Republic of China (PRC) due to arbitrary enforcement of local laws. Reconsider travel to the PRC’s Hong Kong Special Administrative Region (SAR) due to COVID-19-related travel restrictions . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 1 Travel Health Notice for the PRC and a Level 1 Travel Health Notice for Hong Kong, due to COVID-19. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. The PRC has resumed most business operations (including day cares and schools). Other improved conditions have been reported within the PRC. Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in the PRC, as testing and travel requirements frequently change. There are restrictions in place affecting U.S. citizen entry into Hong Kong. Visit the Consulate General's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Hong Kong. Please monitor the Hong Kong government’s website for further updates on COVID-19, as testing, transit, and travel requirements frequently change. Country Summary: The PRC government arbitrarily enforces local laws, including by carrying out arbitrary and wrongful detentions and through the use of exit bans on U.S. citizens and citizens of other countries without due process of law. The PRC government uses arbitrary detention and exit bans to: compel individuals to participate in PRC government investigations, pressure family members to return to the PRC from abroad, influence PRC authorities to resolve civil disputes in favor of PRC citizens, and gain bargaining leverage over foreign governments. In most cases, U.S. citizens only become aware of an exit ban when they attempt to depart the PRC, and there is no reliable mechanism or legal process to find out how long the ban might continue or to contest it in a court of law. U.S. citizens traveling or residing in the PRC, including Hong Kong, may be detained without access to U.S. consular services or information about their alleged crime. U.S. citizens may be subjected to prolonged interrogations and extended detention without due process of law. Foreigners in the PRC, including but not limited to businesspeople, former foreign government personnel, and journalists from Western countries, have been arbitrarily interrogated and detained by PRC officials for alleged violations of PRC national security laws. The PRC has also threatened, interrogated, detained, and expelled U.S. citizens living and working in the PRC. Security personnel may detain and/or deport U.S. citizens for sending private electronic messages critical of the PRC government. The PRC government does not recognize dual nationality. U.S.-PRC citizens and U.S. citizens of Chinese heritage may be subject to additional scrutiny and harassment, and the PRC government may prevent the U.S. Embassy from providing consular services. XINJIANG UYGHUR AUTONOMOUS REGION and TIBET AUTONOMOUS REGION Extra security measures, such as security checks and increased levels of police presence, are common in the Xinjiang Uyghur and Tibet Autonomous Regions. Authorities may impose curfews and travel restrictions on short notice. HONG KONG SPECIAL ADMINISTRATIVE REGION Since the imposition of the National Security Law on June 30, 2020, the PRC unilaterally and arbitrarily exercises police and security power in Hong Kong. The PRC has demonstrated an intention to use this authority to target a broad range of activities it defines as acts of secession, subversion, terrorism, and collusion with foreign entities. The National Security Law also covers offenses committed by non-Hong Kong residents or organizations outside of Hong Kong, which could subject U.S. citizens who have been publicly critical of the PRC to a heightened risk of arrest, detention, expulsion, or prosecution. PRC security forces, including the new Office for Safeguarding National Security, now operate in Hong Kong and are not subject to oversight by the Hong Kong judiciary. Demonstrations: Participating in demonstrations or any other activities that authorities interpret as constituting an act of secession, subversion, terrorism, or collusion with a foreign country could result in criminal charges. On June 30, 2020, as part of its color-coded system of warning flags, the Hong Kong police unveiled a new purple flag, which warns protesters that shouting slogans or carrying banners with an intent prohibited by the law could now bring criminal charges. U.S. citizens are strongly cautioned to be aware of their surroundings and avoid demonstrations. Propaganda: A PRC propaganda campaign has falsely accused individuals, including U.S. citizens, of fomenting unrest in Hong Kong. In some cases, the campaign has published their personal information, resulting in threats of violence on social media. Read the country information page for the PRC and for Hong Kong. See the U.S. Embassy's web page regarding COVID-19 for mainland China. See the Consulate General's COVID-19 page for updated information on COVID-19 in Hong Kong. For the Hong Kong SAR, monitor local media, local transportations sites and apps like MTR Mobile or CitybusNWFB , and the Hong Kong International Airport website for updates. Avoid the areas of the demonstrations. Exercise caution if you are in the vicinity of large gatherings or protests. Avoid taking photographs of protesters or police without permission. Be aware of your surroundings. Keep a low profile. For the Hong Kong SAR, review your Hong Kong flight status with your airline or at the Hong Kong International Airport website . Visit the CDC’s webpage on Travel and COVID-19 . Enter the PRC on your U.S. passport with a valid PRC visa and keep it with you. If you are arrested or detained, ask police or prison officials to notify the U.S. Embassy or the nearest consulate immediately. If you plan to enter North Korea, read the North Korea Travel Advisory . Travelers should note that U.S. passports are not valid for travel to, in, or through North Korea, unless they are specially validated by the Department of State. Follow the U.S. Embassy on Twitter , WeChat , and Weibo . Follow U.S. Consulate General Hong Kong on Facebook and Twitter . Prepare a contingency plan for emergency situations. Review the Traveler’s Checklist Last Update: Reissued with updates on COVID-19."
4,"Do not travel to Armenia due to COVID-19 . Some areas have increased risk. Read the entire Travel Advisory. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for Armenia due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC’s specific recommendations for fully vaccinated and unvaccinated travelers . Visit the Embassy’s COVID-19 page for more information on COVID-19 and related restrictions and conditions in Armenia. Do not travel to: The Nagorno-Karabakh region and surrounding territories due to recent hostilities . Casualties continue to occur following intensive fighting in the Nagorno-Karabakh conflict that occurred in the fall 2020. The U.S. government is unable to provide emergency services to U.S. citizens in and around Nagorno-Karabakh as access is restricted. Visit our website for Travel to High-Risk Areas . Exercise caution on roads near Armenia’s border with Azerbaijan. Be aware that some portions of the road may cross international boundaries without notice. Roads may be controlled by checkpoints or closed to travelers without notice. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19. Prepare a contingency plan for emergency situations. Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Syria due to COVID-19, terrorism, civil unrest, kidnapping, armed conflict, and risk of unjust detention . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has not issued a Travel Health Notice for Syria due to COVID-19, indicating an unknown level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine. Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. The U.S. Embassy in Damascus suspended its operations in February 2012. The Czech Republic serves as the protecting power for the United States in Syria. The U.S. government is unable to provide any emergency services to U.S. citizens in Syria. Syria has experienced active armed conflict since 2011. No part of Syria is safe from violence. Kidnappings by armed groups, unjust arrests and/or detentions, the use of chemical warfare, shelling, and aerial bombardment of civilian centers pose significant risk of death or serious injury. The destruction of infrastructure, housing, medical facilities, schools, and power and water utilities has also increased hardships inside the country. The U.S. government particularly warns private U.S. citizens against traveling to Syria to engage in armed conflict. U.S. citizens who undertake such activity face extreme personal risks, including kidnapping by armed groups, unjust arrests, injury, or death. The U.S. government does not support this activity. Our ability to provide consular assistance to individuals who are injured or kidnapped, or to the families of individuals who die in the conflict, is extremely limited. Protests and demonstrations are quelled by government forces through aggressive tactics and protestors, activists, and political dissenters are routinely detained without access to legal representation or communications with friends and family. Terrorist groups are active in Syria. Parts of Syria have experienced recent increases in incidents of bombings, IEDs, and assassinations. Fighting on behalf of or providing other forms of support to designated terrorist organizations, including ISIS and al-Qaeda affiliates, can constitute the provision of material support for terrorism, which is a crime under U.S. law that can result in penalties including prison time and large fines. There is an ongoing risk of kidnapping and detentions of U.S. citizens and Westerners throughout the country. U.S. citizens remain a target. U.S. citizens are also targets of abduction and/or unjust detention by the Syrian government and while in detention do not have access to due process or medical attention. Government detention centers are known to be unsanitary facilities where widespread cruel, inhumane, or degrading treatment of detainees has been documented, as well as torture and extrajudicial killings. Minors, persons with physical, sensory, or mental disabilities, and elderly have frequently been victims of unjust detention. The Syrian government has also been implicated in the enforced or involuntary disappearance of more than 100,000 citizens, including medical and humanitarian workers, journalists, human rights activists, political opposition, and additionally those suspected of affiliation with these groups and their family members. Note: Only the Syrian government can issue a valid entry visa to Syria. Failure to obtain a legitimate entry visa directly from the Syrian government could result in detention. Due to risks to civil aviation operating within or in the vicinity of Syria, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR) , which says that heightened military activity associated with the Syrian conflict may result in the risk of GPS interference, communications jamming, and errant long-range surface to air missiles straying into adjacent airspace within 200 nautical miles of the Damascus Flight Information Region. These activities may inadvertently pose hazards to civil aviation transiting the region. It also has the potential to spill over into the adjacent airspace managed by neighboring states and eastern portions of the Mediterranean Sea. Read the country information page . Visit the CDC’s webpage on Travel and COVID-19 . Visit our website on Travel to High Risk Areas . Draft a will and designate appropriate insurance beneficiaries and/or power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, etc. Share important documents, login information, and points of contact with loved ones so that they can manage your affairs, if you are unable to return as planned to the United States. Leave DNA samples with your medical provider in case it is necessary for your family to access them. Establish your own personal security plan in coordination with your employer or host organization, or consider consulting with a professional security organization. Develop a communication plan with family and/or your employer or host organization so that they can monitor your safety and location as you travel through high-risk areas. This plan should specify who you would contact first, and how they should share the information. Enroll your trip in the State Department's Smart Traveler Enrollment Program (STEP) to receive Alerts and make it easier to locate you in an emergency. Last Update: Reissued with updates to COVID-19 information."
2,"Exercise increased caution in Bolivia due to COVID-19. Exercise increased caution in Bolivia due to civil unrest. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 2 Travel Health Notice for Bolivia due to COVID-19, indicating a moderate level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 in Bolivia. Country Summary: Demonstrations, strikes, and roadblocks can occur at any time in Bolivia. Demonstrations can result in violence. Roadblocks and strikes may cut off traffic and restrict the flow of goods and services around the country. Domestic and international flights may be delayed or unexpectedly cancelled. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19. Monitor local media for breaking events and be prepared to adjust your plans. Contact your airline or travel agency prior to travel Avoid demonstration and crowds. Follow the Department of State on Facebook , Twitter , and Instagram . Prepare a contingency plan for emergency situations. Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Taiwan due to COVID-19-related travel restrictions . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 1 Travel Health Notice for Taiwan for COVID-19, indicating a low level of COVID-19 in Taiwan. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. There are restrictions in place affecting U.S. citizen entry into Taiwan. Visit the American Institute's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Taiwan. Read the country information page . See the American Institute in Taiwan's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Prepare a contingency plan for emergency situations. Last Update: Reissued with updates to COVID-19 information."
2,"Exercise increased caution to Rwanda due to COVID-19 . Some areas have increased risk. Read the entire Travel Advisory. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 2 Travel Health Notice for Rwanda due to COVID-19, indicating a moderate level of COVID-19. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 related restrictions and conditions in Rwanda. Exercise Increased Caution in: The Rwanda-Burundi border due to armed conflict . The Rwanda-Democratic Republic of the Congo (DRC) border due to armed conflict . Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Prepare a contingency plan for emergency situations. Rwanda- Burundi Border—Exercise Increased Caution The Nyungwe Forest National Park abuts the border with Burundi. Borders may not be clearly marked. It is required to obtain permits from the Rwanda Development Board prior to entry. Relations between Burundi and Rwanda are tense and there have been cross-border incursions and armed clashes. Rwanda- Democratic Republic of the Congo (DRC) Border—Exercise Increased Caution Armed rebel and militia groups operate in DRC’s North and South Kivu provinces and Virunga Park. Borders may not be clearly marked and there have been cross-border incursions and armed clashes. It is required to obtain permits from the Rwanda Development Board prior to entry to Volcanoes National Park in Rwanda, which is adjacent to Virunga Park. Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Uruguay due to COVID-19 . Exercise increased caution due to crime . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Uruguay, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 in Uruguay. Violent crimes, such as homicides, armed robberies, car jackings, and thefts occur throughout the country and in urban areas frequented by U.S. government personnel, day and night. Criminals commonly travel in pairs on motorcycles to approach unsuspecting victims with a weapon and demand personal belongings. Armed criminals also target grocery stores, restaurants, financial centers, and small businesses, in which innocent bystanders are often victimized. Please read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Be aware of your surroundings especially when traveling to tourist locations or poorly lit areas. Call 911 if you encounter a crime in progress. Do not physically resist any robbery attempt or try to stop a robbery in progress. Be vigilant when visiting banks or using ATMs during non-daylight hours or in remote locations; criminals often target ATMs and businesses in the early morning hours. Do not leave valuable objects in parked vehicles or in plain sight when driving. Do not display signs of wealth, such as wearing expensive jewelry or watches. Review your personal and residential security plans. Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Barbados due to COVID-19. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for Barbados due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 in Barbados. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to North Korea due to COVID-19 and the serious risk of arrest and long-term detention of U.S. nationals. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has not issued a Travel Health Notice level for North Korea due to COVID-19, indicating an unknown level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Individuals cannot use a U.S. passport to travel to, in, or through North Korea without a special validation from the Department of State. Special validations are granted only in very limited circumstances. More information on how to apply for the special validation is available here . The U.S. government is unable to provide emergency services to U.S. citizens in North Korea as it does not have diplomatic or consular relations with North Korea. Sweden serves as the protecting power for the United States in North Korea, providing limited emergency services. The North Korean government routinely delays or denies Swedish officials access to detained U.S. citizens. Due to risks to civil aviation operating within or in the vicinity of North Korea, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR). For more information U.S. citizens should consult the Federal Aviation Administration’s Prohibitions, Restrictions and Notices . Read the country information page . If you receive a special validation to travel to North Korea: Draft a will and designate appropriate insurance beneficiaries and/or power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, etc. Visit our website for Travel to High-Risk Areas . Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel due to crime, terrorism, civil unrest, and kidnapping . Some areas have increased risk. Read the entire Travel Advisory. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 1 Travel Health Notice for Chad due to COVID-19, indicating a low level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Chad. Do Not Travel to: Lake Chad region due to terrorism . Borders with Libya and Sudan due to armed conflict and minefields . Country Summary: Violent crimes, such as armed robbery, carjacking, kidnapping, and muggings, have occurred in Chad. Demonstrations continue, particularly in N'Djamena, in the wake of recent armed insurrection and have the potential to turn violent. Terrorists may attack with little or no warning, targeting foreigners, local security forces, and civilians. The U.S. Government has extremely limited ability to provide emergency services to U.S. citizens in Chad as U.S. Government employees must obtain special authorization to travel outside of the capital. Read the country information page. See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Visit our website for Travel to High-Risk Areas . Monitor local media for breaking events and be prepared to adjust your plans. Be aware of your surroundings. Stay alert in locations frequented by Westerners. Have contingency plans to leave the country. Have evacuation plans that do not rely on U.S. government assistance. Lake Chad Region – Do Not Travel Terrorists may attack with little or no warning, targeting foreigners, local security forces, and civilians. Terrorists can easily cross borders. Government security forces may restrict civilian movement and engage in military operations with limited warning. The U.S. Government has extremely limited ability to provide emergency services to U.S. citizens in Chad, particularly in the Lake Chad Basin. Visit our website for Travel to High-Risk Areas . Libya and Sudan Borders – Do Not Travel Armed non-governmental groups operate in Libya and northern Chad. There are unmapped and undocumented minefields along the borders with both Libya and Sudan. The U.S. Government has extremely limited ability to provide emergency services to U.S. citizens in Chad, particularly in border areas with Libya and Sudan. Visit our website for Travel to High-Risk Areas . Last Update: Reissued with changes to COVID-19 information."
