label,text_advisory
3,"Reconsider travel to France due to COVID-19 . Exercise increased caution in France due to terrorism and civil unrest . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for France due to COVID-19 indicating a high level of COVID-19 in the country. There are restrictions in place affecting U.S. citizen entry into France. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC’s specific recommendations for fully vaccinated and unvaccinated travelers . Visit the Embassy's COVID-19 page for more information on COVID-19 in France. Country Summary: Terrorist groups continue plotting possible attacks in France. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. Demonstrations in Paris and other major cities continue in France and are expected to continue in the coming weeks. Property damage, including looting and arson, in populated tourist areas has occurred with reckless disregard for public safety. Police have responded with water cannons, rubber bullets, and tear gas. The U.S. Embassy is advising official U.S. government travelers to avoid travel to Paris and other major cities in France on the weekends. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Be aware of your surroundings when traveling to tourist locations and large crowded public venues. Avoid demonstrations. Review travel plans if you will be in France on weekends. Follow the instructions of local authorities including movement restrictions related to any ongoing police action. Find a safe location, and shelter in place if in the vicinity of large gatherings or protests. Monitor local media for breaking events and adjust your plans based on new information. Have a contingency plan for emergency situations. Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Sint Maarten due to COVID-19. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention ( CDC ) has issued a Level 4 Travel Health Notice for Sint Maarten due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Consulate's COVID-19 page for more information on COVID-19 in Sint Maarten. Read the country information page . See the U.S. Consulate's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Libya due to crime, terrorism, civil unrest, kidnapping, and armed conflict . Reconsider travel to Libya due to COVID-19 . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a due to COVID-19, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine. Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the State Department’s COVID-19 page for more information on COVID-19 and related restrictions and conditions in Libya. Crime levels in Libya remain high, including the threat of kidnapping for ransom. Westerners and U.S. citizens have been targets of these crimes. Terrorist groups continue plotting attacks in Libya. Violent extremist activity in Libya remains high, and extremist groups have made threats against U.S. government officials and citizens. Terrorists may attack with little or no warning, targeting tourist locations, hotels, transportation hubs, markets/shopping malls, and government facilities. Outbreaks of violence between competing armed groups can occur with little warning and have the potential to impact U.S. citizens. The capital, Tripoli, and other cities, such as Surman, Al-Jufra, Misrata, Ajdabiya, Benghazi, Sabha, and Dernah, have witnessed fighting among armed groups, as well as terrorist attacks. Hotels and airports frequented by Westerners have been the targets of these attacks. Even demonstrations intended to be peaceful can turn confrontational and escalate into violence. Militia or armed groups sometimes detain travelers for arbitrary reasons, do not grant detainees access to a lawyer or a legal process, and do not allow detainees to inform others of their status. U.S. citizens should carry proof of citizenship and valid immigration status at all times, but having these documents does not guarantee fair treatment. Some international and national airports are closed, and flights out of operational airports are sporadic and may be cancelled without warning. The U.S. government is very concerned about the targeting of commercial transportation in Libya and prohibits U.S. commercial aviation operations within Libyan airspace. The U.S. government is unable to provide emergency or routine assistance to U.S. citizens in Libya, as the U.S. Embassy in Tripoli suspended its operations in July 2014. Due to risks to civil aviation operating within or in the vicinity of Libya, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR). For more information U.S. citizens should consult the Federal Aviation Administration’s Prohibitions, Restrictions and Notices . See the U.S. Embassy’s webpage regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Visit our website for Travel to High-Risk Areas . Carry proof of citizenship and valid immigration status at all times. Avoid demonstrations and crowds. Make contingency plans to leave. Draft a will and designate appropriate insurance beneficiaries and/or a power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, and etcetera. Establish your own personal security plan in coordination with your employer or host organization, or consider consulting with a professional security organization. Develop a communication plan with family and/or your employer or host organization. Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to New Zealand without prior authorization from the New Zealand government. Entry restrictions are in place to prevent the introduction and spread of COVID-19 in New Zealand. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 1 Travel Health Notice for New Zealand due to COVID-19, indicating a low level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in New Zealand. Read the country information page . If you decide to travel to New Zealand: See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Ethiopia due to COVID-19, civil unrest, and communication disruptions. Some areas have increased risk. Read the entire Travel Advisory. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Ethiopia due to COVID-19, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Ethiopia. Do Not Travel To: Tigray Region and border with Eritrea due to armed conflict, civil unrest, and crime . Amhara Region due to armed conflict and civil unrest . Afar Region due to armed conflict and civil unrest . Border area with Somalia due to potential for terrorism, kidnapping, and landmines. Border areas with Sudan, and South Sudan due to crime, kidnapping, armed conflict, and civil unrest. Border areas with Kenya due to potential for terrorism and ethnic conflict . Reconsider Travel To: Somali Region due to potential for terrorism and internal border unrest with Afar Region. Ethiopia’s Southern Nations, Nationalities, and People’s Region (SNNPR) due to armed conflict and civil unrest . The East Hararge zone area and the Guji zone of Oromia Region due to armed conflict and civil unrest. Benishangul Gumuz and the western part of Oromia Region due to armed conflict and civil unrest. Incidents of civil unrest and ethnic violence may occur without warning. The Government of Ethiopia has previously restricted or shut down internet, cellular data, and phone services during and after civil unrest. These restrictions impede the U.S. Embassy’s ability to communicate with, and provide consular services to, U.S. citizens in Ethiopia. The U.S. Embassy has limited ability to provide emergency services to U.S. citizens outside of Addis Ababa. As a precaution, all travel of U.S. government personnel outside of Addis Ababa is reviewed for safety and security purposes, and personnel are required to carry personnel tracking devices and, in some cases, satellite phones. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Monitor local media for breaking events and be prepared to adjust your plans. Be aware of your surroundings. Stay alert in locations frequented by Westerners. Carry a copy of your passport and visa and leave originals in your hotel safe. Have evacuation plans that do not rely on U.S. government assistance. Tigray Region and Border with Eritrea—Do Not Travel Due to armed conflict, the Tigray Region and the border with Eritrea are currently off-limits for U.S. government personnel, with limited exceptions to support humanitarian capacity efforts. Due to the current situation in Tigray, the border roads with Eritrea are closed. Conditions at the border may change with no warning. Amhara Region – Do Not Travel Due to armed conflict, the Amhara Region is currently off-limits for U.S. government personnel, with limited exceptions to support humanitarian capacity efforts. Afar Region – Do Not Travel Due to armed conflict, the Afar Region is currently off-limits for U.S. government personnel, with limited exceptions to support humanitarian capacity efforts. Border Area with Somalia—Do Not Travel Terrorists maintain a presence in Somali towns near the Ethiopian border, presenting a risk of cross-border attacks and kidnappings. Landmines are present in this region. Visit our website for Travel to High-Risk Areas . Border Areas with Sudan and South Sudan—Do Not Travel Crime, kidnapping, armed conflict, and the potential for ethnic conflict exist near the Ethiopian borders with Sudan and South Sudan. Visit our website for Travel to High-Risk Areas . Border Areas with Kenya – Do Not Travel Terrorists, particularly Al-Shabaab, maintain a presence in this area, and ethnic conflict has been reported. Somali Region—Reconsider Travel Somali Region is close in proximity to terrorist organizations in Somalia, which have aspirations to conduct terrorist attacks in Ethiopia. Visit our website for Travel to High-Risk Areas . Ethiopia’s Southern Nations, Nationalities, and People’s Region (SNNPR)—Reconsider Travel Civil unrest in the region, particularly in Bench Sheko Zone and Konso Special Woreda, has resulted in deaths, looting, and the burning of buildings. Visit our website for Travel to High-Risk Areas . The East Hararge zone and Guji Zone of Oromia Region— Reconsider Travel Civil unrest and armed conflict have resulted in injuries and deaths in parts of Oromia Region. Government security forces have used lethal force in some areas. Visit our website for Travel to High-Risk Areas . Benishangul Gumuz Region— Reconsider Travel Civil unrest and armed conflict have resulted in injuries and deaths in the Kamashi Zone, the Metekel Zone, and the border between Benishangul Gumuz and the western part of Oromia Region. Government security forces have used lethal force in some areas. Visit our website for Travel to High-Risk Areas . Last Update: Reissued with updates to “Do Not Travel” areas."
3,"Reconsider travel to South Africa due to COVID-19 . Exercise increased caution in South Africa due to crime and civil unrest. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for South Africa due to COVID-19, indicating a high level of COVID-19 in the country. Visit the Embassy's COVID-19 page for more information on COVID - 19 in South Africa. Violent crime, such as armed robbery, rape, carjacking, mugging, and ""smash-and-grab"" attacks on vehicles, is common. There is a higher risk of violent crime in the central business districts of major cities after dark. Demonstrations, protests, and strikes occur frequently. These can develop quickly without prior notification, often interrupting traffic, transportation, and other services; such events have the potential to turn violent. Please see our Alerts for up-to-date information. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Avoid walking alone, especially after dark. Avoid visiting informal settlement areas unless you are with someone familiar with the area. Do not display cash or valuables. Drive with doors locked and windows closed. Always carry a copy of your U.S. passport and visa (if applicable). Keep original documents in a secure location. Conserve water and follow local guidance on water use for tourists and Save Like a Local . Check the City of Cape Town website for up-to-date information and guidance on how to manage water consumption. Refer to the Nelson Mandela Bay’s website for updates on water restrictions in effect in the Eastern Cape. Monitor water levels at the City of Cape Town’s Water Dashboard . Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Panama due to COVID-19 . Exercise increased caution due to crime . Some areas have increased risk. Read the entire Travel Advisory. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Pamama due to COVID-19, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 in Panama. Do not travel to: Parts of the Mosquito Gulf due to crime . Parts of the Darién Region due to crime . Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Parts of the ""Mosquito Gulf"" – Do Not Travel The “Mosquito Gulf” is an extremely remote and inaccessible area along part of the north (Caribbean) coast. Do not travel within 10 miles of the coastline, from Boca de Rio, Chiriqui to Cocle del Norte. Drug trafficking and other illicit activities occur in this area. The U.S. government has limited ability to provide emergency services to U.S. citizens in this region as U.S. government personnel must obtain prior approval before traveling there and face additional restrictions before such travel is approved. Parts of the Darién Region – Do Not Travel Do not travel to the following areas of the Darien: All areas south of Jaque to Manene to Yaviza to Lajas Blancas cities to the Colombian border The city of Lajas Blancas The city of El Salto Criminal elements and drug and human trafficking networks operate in these areas. Police presence and emergency response are extremely limited. The U.S. government has limited ability to provide emergency services to U.S. citizens in these regions as U.S. government personnel must obtain prior approval before traveling there and face additional restrictions before such travel is approved. Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Romania due to COVID 19. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for Romania due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC’s specific recommendations for fully vaccinated and unvaccinated travelers . Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Romania. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information.."
3,"Reconsider travel to Italy due to COVID-19 . Exercise increased caution due to terrorism. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Italy due to COVID-19, indicating a high level of COVID-19 in the country. There are restrictions in place affecting U.S. citizen entry into Italy. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC’s specific recommendations for fully vaccinated and unvaccinated travelers . Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Italy. Country Summary: Italy has a longstanding risk presented by terrorist groups, who continue plotting possible attacks in Italy. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Be aware of your surroundings when traveling to tourist locations and crowded public venues. Follow the instructions of local authorities. Monitor local media for breaking events and adjust your plans based on new information. Prepare a contingency plan for emergency situations. Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel due to crime . Exercise increased caution due to COVID-19 , civil unrest , and terrorism . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 2 Travel Health Notice for Cote d’Ivoire due to COVID-19, indicating a moderate level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Côte d’Ivoire. Reconsider Travel To: Northern border region due to terrorism . Country Summary: Crime continues to be a major public security concern in Côte d’Ivoire. Violent crime, such as carjacking, robbery, and home invasion, is common. Local police often lack the resources to respond effectively to serious criminal incidents. Extremist activity occurs frequently in the tri-border region of Burkina Faso, Côte d’Ivoire, and Mali. Due to ongoing political tensions, demonstrations and protests are likely to occur and could become violent. The U.S. government has limited ability to provide emergency services to U.S. citizens outside of Abidjan. Embassy personnel are prohibited from driving outside the cities after dark, including between Abidjan, Grand Bassam, and Assinie. See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19. Monitor local media for breaking events and adjust your plans. Do not physically resist any robbery attempt. Use caution when walking or driving at night. Keep a low profile. Be aware of your surroundings. Do not display signs of wealth, such as expensive watches or jewelry. Stay alert in locations frequented by Westerners. Be extra vigilant when visiting banks or ATMs. Carry a copy of your passport and visa (if applicable) and leave originals in your hotel safe. Have evacuation plans that do not rely on U.S. government assistance. Avoid demonstrations and crowds. Obtain comprehensive medical insurance that includes medical evacuation. Northern Border Region – Reconsider Travel Extremists have carried out attacks in areas of Mali and Burkina Faso adjacent to Côte d’Ivoire and at an Ivoirian military border post in the town of Kafolo in June 2020. Exercise increased caution and security procedures in remote areas adjacent to the northern border. Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Lebanon due to COVID-19 . Reconsider travel to Lebanon due to crime, terrorism, armed conflict, civil unrest, kidnapping and Embassy Beirut’s limited capacity to provide support to U.S. citizens. Some areas have increased risk. Read the entire Travel Advisory. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Lebanon due to COVID-19, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine. Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Lebanon. Do Not Travel to: the border with Syria due to terrorism and armed conflict the border with Israel due to the potential for armed conflict refugee settlements due to the potential for armed clashes Local security authorities have noted a recent rise in violent crimes, including political violence. Multiple unsolved killings within the past 12 months in Lebanon may have been politically motivated. U.S. citizens living and working anywhere in Lebanon should be aware of the risks of remaining in the country and review their personal security plans. U.S. citizens who choose to travel to Lebanon should be aware that consular officers from the U.S. Embassy are not always able to travel to assist them. The Department of State considers the threat to U.S. government personnel in Beirut sufficiently serious to require them to live and work under strict security. Movements have been limited further by health and safety precautions related to COVID-19. The internal security policies of the U.S. Embassy may be adjusted at any time and without advance notice. Terrorist groups continue plotting possible attacks in Lebanon. Terrorists may conduct attacks with little or no warning targeting tourist locations, transportation hubs, markets/shopping malls, and local government facilities. The Lebanese government cannot guarantee the protection of U.S. citizens against sudden outbreaks of violence. Family, neighborhood, or sectarian disputes can escalate quickly and can lead to gunfire or other violence with no warning. Armed clashes have occurred along the borders, in Beirut, and in refugee settlements. The Lebanese Armed Forces have been brought in to quell the violence in these situations. There are frequent demonstrations in Lebanon. U.S. citizens should avoid demonstrations and exercise caution if in the vicinity of any large gatherings or protests as some of these have turned violent. Protesters have blocked major roads, including thoroughfares between downtown Beirut and the area where the U.S. Embassy is located, and between Beirut and Rafiq Hariri International Airport. Kidnapping, whether for ransom, political motives, or family disputes, has occurred in Lebanon. Suspects in kidnappings may have ties to terrorist or criminal organizations. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Visit our website for Travel to High-Risk Areas . Avoid demonstrations and crowds. Stay alert in locations frequented by Westerners. Monitor local media for breaking events and adjust your plans based on new information. Review the 2018 Crime and Safety Report for Lebanon. Border with Syria – Do Not Travel Starting in August 2014, Lebanon witnessed deadly terror attacks in border towns along Lebanon’s border with Syria, including episodic clashes between the Lebanese Army and Syrian-based violent extremist groups. A 2017 Lebanese Army offensive expelled ISIS militants from territory along Lebanon’s border with Syria. The U.S. Embassy strongly urges U.S. citizens to avoid the Lebanese-Syrian border region. The U.S. Department of State also warns U.S. citizens of the risk of traveling on flights that fly over Syria, which include some flights to and from Beirut. Visit our website for Travel to High-Risk Areas . Border with Israel – Do Not Travel There have been sporadic rocket attacks from southern Lebanon into Israel in connection with the violence between Israel and Hizballah, most recently in September 2019. The U.S. Embassy urges U.S. citizens to avoid this border area. Visit our website for Travel to High-Risk Areas . Refugee Settlements – Do Not Travel The U.S. Embassy urges U.S. citizens to avoid travel to refugee settlements, which are prone to outbreaks of violence including shootings and explosions. Visit our website for Travel to High-Risk Areas . Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Sint Eustatius due to health and safety measures and COVID-related conditions. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention ( CDC ) has issued a level 1 Travel Health Notice for Sint Eustatius due to COVID-19, indicating a low level of COVID-19 in Sint Eustatius. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. There are restrictions in place affecting U.S. citizen entry into Sint Eustatius. Visit the Consulate's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Sint Eustatius. Read the country information page . See the U.S. Consulate's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Bonaire due to health and safety measures and COVID-related conditions. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Bonaire due to COVID-19, indicating a high level of COVID-19 in Bonaire. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Consulate's COVID-19 page for more information on COVID-19 in Bonaire. Read the country information page . See the U.S. Consulate's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information."
